"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
6.66818302754269e-11,0.661636112653793,0.541,0.307,1.38038056853161e-06,"COPS8"
3.21928647732624e-10,0.661104206705412,0.394,0.184,6.66424493671305e-06,"SNX7"
2.66056230291253e-28,0.660546367434526,0.88,0.577,5.50763002325923e-24,"UGDH"
1.84451332649696e-21,0.660461740613078,0.634,0.291,3.81832703718135e-17,"AP1M1"
3.27995468170977e-23,0.660058807395361,0.66,0.288,6.78983418660739e-19,"C1orf21"
4.03694634889263e-15,0.659862261110022,0.47,0.199,8.35688263684264e-11,"TMOD3"
9.99073074905425e-13,0.659564090801081,0.432,0.19,2.06818117236172e-08,"CS"
2.1096181564494e-19,0.65916231808094,0.683,0.374,4.36712054566591e-15,"PCCB"
1.82077757201653e-13,0.658099250886295,0.291,0.083,3.76919165183142e-09,"STX18"
1.97391316822134e-13,0.657892365627255,0.441,0.187,4.08619764953501e-09,"BFAR"
4.41997774544857e-12,0.65712939671831,0.34,0.129,9.14979593085308e-08,"CCHCR1"
6.6705716911473e-25,0.655789983267186,0.863,0.607,1.3808750457844e-20,"PRDX4"
2.95279820936234e-12,0.655668638090234,0.3,0.098,6.11258757320099e-08,"CARS"
7.25119013035275e-12,0.655276864604585,0.315,0.113,1.50106886888432e-07,"NR1D1"
1.12741676530584e-79,0.655146798153643,1,0.982,2.33386544585961e-75,"UQCRQ"
1.9672817357103e-11,0.655001328309756,0.27,0.086,4.07246992109389e-07,"OSBPL2"
2.44387378316103e-13,0.654934955852735,0.295,0.089,5.05906311852165e-09,"SLC23A2"
4.35372542715335e-15,0.654122868293025,0.483,0.206,9.01264700675016e-11,"MYL6B"
3.63320412031988e-17,0.654073947715502,0.688,0.399,7.52109584947418e-13,"LSM8"
3.73214112472373e-13,0.652929603018767,0.367,0.144,7.72590534229059e-09,"NOL12"
4.14605445145962e-11,0.652741939474476,0.389,0.178,8.58274731996656e-07,"THOC6"
2.31551589647342e-09,0.652286680849206,0.293,0.12,4.79334945728963e-05,"PLPPR1"
5.75894152097238e-19,0.651907667639241,0.536,0.224,1.19215848425649e-14,"SDHAF3"
3.48993979455676e-17,0.651797763507883,0.525,0.224,7.22452436871195e-13,"EIF2B4"
3.47082477191422e-11,0.651698399486477,0.287,0.098,7.18495436033963e-07,"LRWD1"
3.44020453248127e-25,0.650203872584853,0.823,0.561,7.12156740268948e-21,"AUP1"
1.17908455931636e-23,0.650069236490032,0.855,0.635,2.4408229462408e-19,"KDELR1"
1.94265408516514e-12,0.648900990089158,0.453,0.209,4.02148822170035e-08,"USP8"
1.62313791206156e-23,0.648728654359238,0.8,0.509,3.36005779175863e-19,"NDUFA10"
2.38456397290101e-14,0.648362062432376,0.468,0.209,4.93628588030239e-10,"HDAC3"
9.73661382298963e-20,0.647617366725048,0.739,0.439,2.01557642749708e-15,"STIP1"
3.89701650879859e-10,0.64735270779709,0.267,0.095,8.06721387486395e-06,"TELO2"
3.85513184812235e-12,0.646012040286752,0.439,0.206,7.98050843879808e-08,"CBX5"
2.9233497550864e-21,0.645747934293289,0.733,0.466,6.05162632800437e-17,"PRKAR1A"
7.13628559170052e-13,0.645344066039585,0.273,0.077,1.47728248033792e-08,"TRMU"
4.56163955076256e-27,0.645103281834384,0.914,0.739,9.44305003403358e-23,"FKBP8"
1.34680637677678e-16,0.644999350213856,0.479,0.196,2.7880238805656e-12,"JUP"
9.75545478229373e-10,0.644166169755863,0.258,0.092,2.01947669448262e-05,"PHF6"
1.5768526952923e-15,0.643917881195946,0.593,0.304,3.26424276452458e-11,"BRMS1"
1.72911392809026e-26,0.643707207013615,0.839,0.567,3.57943874253964e-22,"C19orf70"
7.03943893826684e-11,0.643400249882911,0.383,0.169,1.45723425461062e-06,"NFS1"
2.66779169304451e-14,0.643399676791746,0.41,0.16,5.52259558377143e-10,"RWDD4"
1.36914645134288e-10,0.642727473826121,0.314,0.123,2.83427006892489e-06,"RPIA"
9.05491775805732e-17,0.642508309167264,0.64,0.356,1.87445852509545e-12,"PPA2"
7.71041271328831e-15,0.641695061964383,0.514,0.239,1.59613253577781e-10,"WDR43"
1.37916925435701e-69,0.641605389538967,1,0.997,2.85501827344445e-65,"RPS3"
1.21557195116143e-17,0.641107149932487,0.445,0.16,2.51635549609927e-13,"ROGDI"
1.85491510983323e-09,0.638942304417827,0.28,0.11,3.83985976886577e-05,"KIAA1109"
1.16937532345778e-07,0.638475265854641,0.287,0.132,0.00242072385708995,"ATP13A1"
