"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
2.90077682179246e-18,3.52016877347184,0.309,0.019,6.00489809879256e-14,"TEFM"
2.30151677267676e-108,3.51132564804468,0.975,0.299,4.76436987111817e-104,"ALDH1L1"
1.27694098367932e-25,3.49331539414761,0.387,0.014,2.64339553031456e-21,"CBR3"
1.11230772901507e-15,3.48700835344385,0.26,0.009,2.30258822983409e-11,"HHIPL2"
2.38065588970216e-18,3.48289472521689,0.303,0.014,4.92819575727245e-14,"CBX2"
1.5048592110321e-120,3.46935636607958,0.994,0.45,3.11520905275756e-116,"PHB"
2.05694103717292e-33,3.4689997993672,0.501,0.038,4.25807364105167e-29,"TSEN54"
6.02862644352931e-60,3.4631313014748,0.729,0.071,1.247985960075e-55,"RAC3"
3.46361957993486e-46,3.45415850548913,0.633,0.066,7.17003889242316e-42,"ABCG2"
6.28816667252176e-20,3.43712424995478,0.331,0.019,1.30171338287873e-15,"SLC25A19"
6.09090715675547e-125,3.42358404924765,1,0.801,1.26087869051995e-120,"SQSTM1"
3.82535325329889e-16,3.42175768597385,0.273,0.014,7.91886376965403e-12,"GALNS"
1.54255256867883e-122,3.41663196481935,0.997,0.517,3.19323807242204e-118,"ATP5G1"
1.52609093786375e-34,3.41284505984866,0.499,0.028,3.15916085047175e-30,"SNAI2"
4.7599711443875e-45,3.39332219690625,0.598,0.038,9.85361626599657e-41,"MAGEC2"
2.59743536295968e-29,3.39288438391668,0.462,0.038,5.37695094486284e-25,"SLC26A6"
5.71039014651807e-44,3.38581729624188,0.605,0.047,1.18210786423071e-39,"SPARCL1"
1.00421497778955e-16,3.38179907656105,0.289,0.019,2.07882542552216e-12,"KRT222"
6.25636376007661e-42,3.36864673550873,0.643,0.109,1.29512986197346e-37,"PTTG1"
8.35677495793913e-33,3.36705741435301,0.464,0.014,1.72993598404298e-28,"TK1"
5.19244831245924e-19,3.34888161233026,0.324,0.024,1.07488872516219e-14,"RRM2"
1.34482361519616e-120,3.34248734033742,0.999,0.545,2.78391936581758e-116,"CBR1"
4.12334786531782e-23,3.34105769448361,0.384,0.028,8.53574241599442e-19,"NME6"
2.70002374028949e-56,3.34012408853852,0.72,0.095,5.58931914477328e-52,"TMEM99"
7.02850715173152e-66,3.33577689485459,0.783,0.137,1.45497126547994e-61,"BOP1"
3.81124281922176e-27,3.31280742938309,0.43,0.028,7.88965376007097e-23,"MAGEF1"
4.16934111954138e-53,3.30807837021038,0.68,0.066,8.63095305156261e-49,"RRS1"
4.55038001681008e-13,3.28846363385981,0.256,0.033,9.41974167279854e-09,"GINS2"
5.68417856014848e-30,3.2780072334924,0.443,0.019,1.17668180373634e-25,"CGREF1"
1.35206086657982e-53,3.27476453832359,0.713,0.114,2.79890119990688e-49,"NSRP1"
2.43320589695032e-120,3.2733968069805,0.997,0.555,5.03697952727686e-116,"SNHG25"
5.96354999972653e-108,3.25891340990186,0.996,0.299,1.23451448544339e-103,"ADH4"
3.15990702849525e-55,3.24680882140354,0.724,0.123,6.54132353968802e-51,"TACO1"
3.28404522784249e-81,3.24095571142051,0.885,0.218,6.79830202615675e-77,"CCL15"
7.35486560356317e-34,3.23808345139981,0.499,0.028,1.52253072859361e-29,"CCDC137"
3.22048988515154e-31,3.22658163505969,0.486,0.043,6.6667361112522e-27,"SSX2IP"
1.0163957373914e-27,3.22630265207408,0.444,0.033,2.10404081597394e-23,"DPH2"
6.97581226648345e-57,3.21937463165002,0.73,0.1,1.44406289728474e-52,"MRPL45"
1.63443068634216e-52,3.21860570668447,0.703,0.114,3.38343496379691e-48,"MFSD3"
6.37487406866555e-21,3.2176082248649,0.328,0.009,1.31966268095445e-16,"CDHR2"
5.75904027635536e-32,3.20920751689338,0.516,0.062,1.19217892760832e-27,"FAM133A"
6.52271010479243e-22,3.20017887938078,0.364,0.024,1.35026621879308e-17,"LYNX1"
9.91788700027489e-21,3.19376370847484,0.343,0.019,2.05310178792691e-16,"KIF9"
7.59651199701126e-46,3.19045482326722,0.643,0.085,1.5725539485013e-41,"C17orf58"
1.16951070817213e-35,3.17634883643013,0.567,0.081,2.42100411698713e-31,"RAD51C"
1.15487052109062e-22,3.17291546688844,0.358,0.014,2.39069746570969e-18,"SP5"
6.28550468411044e-23,3.14945368166172,0.402,0.043,1.3011623246577e-18,"NINJ2"
5.2084296914718e-17,3.14835273398388,0.287,0.014,1.07819703043158e-12,"RP11-128M1.1"
8.75031893920417e-25,3.14263593680025,0.403,0.028,1.81140352360465e-20,"CCDC51"
1.02736047581575e-15,3.13444670928852,0.269,0.014,2.12673892098618e-11,"NUDT6"
2.66878052207818e-32,3.13109860844847,0.517,0.057,5.52464255875404e-28,"C19orf48"
1.79526634960393e-38,3.12912147391473,0.552,0.038,3.71638087031509e-34,"BBOX1"
2.76244561951723e-124,3.12768886401543,1,0.863,5.71853867696261e-120,"GLUL"
9.2093664171372e-33,3.12070924124152,0.487,0.028,1.90643094201157e-28,"PHYHD1"
3.43995181842571e-53,3.10721116405876,0.725,0.128,7.12104425932307e-49,"ARL4D"
6.10834481965071e-25,3.1070898954849,0.394,0.019,1.26448846111589e-20,"GGT1"
2.21148081117615e-19,3.10346625933745,0.319,0.014,4.57798642721575e-15,"RHBG"
1.23527466614701e-15,3.10286581028508,0.26,0.009,2.55714208639093e-11,"FADS6"
2.37434449199196e-77,3.10178017076429,0.865,0.185,4.91513053287257e-73,"PGD"
1.99532035962898e-26,3.09674743136687,0.443,0.043,4.13051267646794e-22,"KIAA1143"
6.07466704429266e-20,3.09271784524675,0.344,0.028,1.25751682483902e-15,"UBE2T"
3.2889907387304e-18,3.09191108329394,0.31,0.019,6.8085397282458e-14,"CCDC86"
5.96304372240106e-25,3.08627685814014,0.385,0.014,1.23440968097424e-20,"NKD1"
3.16580229376731e-16,3.08031536284402,0.284,0.019,6.55352732832771e-12,"ZC2HC1A"
8.69578426942407e-26,3.06975664978096,0.428,0.038,1.80011430161348e-21,"C6orf226"
