"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.12619187677365e-26,0.358125516864738,0.695,0.376,1.47519298041091e-21,"6","PGRMC2"
7.23259572905357e-26,0.479674633009508,0.292,0.116,1.49721964187138e-21,"6","ZNF408"
7.5767330526474e-26,0.398917021902837,0.307,0.124,1.56845950922854e-21,"6","TMPRSS6"
7.91219790270737e-26,0.514407588180355,0.539,0.279,1.63790408783945e-21,"6","ZBTB20"
8.52855547526085e-26,0.250954464443857,0.388,0.173,1.76549626893375e-21,"6","MCRS1"
8.6251405724112e-26,0.28118636442746,0.324,0.134,1.78549034989484e-21,"6","OBFC1"
8.72501106847525e-26,0.376204904204758,0.749,0.411,1.80616454128506e-21,"6","YIPF3"
9.13535645704204e-26,0.695149353705574,0.292,0.116,1.89111014017227e-21,"6","NUDT12"
9.52363910173707e-26,0.521817088251209,0.263,0.098,1.97148853045059e-21,"6","MTOR"
9.64348120406337e-26,0.478664234945645,0.317,0.129,1.99629704405316e-21,"6","ASB9"
1.20648426705627e-25,0.454102975134931,0.898,0.582,2.49754308123318e-21,"6","NDUFB5"
1.23149438096332e-25,0.616367629122443,0.301,0.122,2.54931651803218e-21,"6","PRKCZ"
1.27989585511056e-25,0.33793313223621,0.351,0.15,2.64951240966436e-21,"6","TCTA"
1.29185316029275e-25,0.536136002317257,0.28,0.108,2.67426522712202e-21,"6","TBL2"
1.43634330486272e-25,0.353519683900003,0.797,0.456,2.97337427539631e-21,"6","UBE2L6"
1.44334835009887e-25,0.342360787724629,0.808,0.462,2.98787541953967e-21,"6","C7orf73"
1.53427919647703e-25,0.334542716669566,0.39,0.174,3.17611136462711e-21,"6","C16orf70"
1.65736445903081e-25,0.691535707168253,0.261,0.098,3.43091016663967e-21,"6","RP11-469A15.2"
1.72606138391388e-25,0.321885903397714,0.662,0.355,3.57311967084011e-21,"6","VAT1"
1.80181865723058e-25,0.253142314293135,0.353,0.152,3.72994480233303e-21,"6","BRD8"
1.82142459696679e-25,0.266819768150895,0.278,0.107,3.77053105818095e-21,"6","NAA25"
2.10624244012815e-25,0.454506431197591,0.422,0.196,4.36013247530928e-21,"6","SMARCA1"
2.28317205366258e-25,0.439826360071725,0.962,0.706,4.72639446828691e-21,"6","ATP5B"
2.5248081255187e-25,0.260501973553894,0.296,0.119,5.22660530063626e-21,"6","LRRC8D"
2.62172906156505e-25,0.271093372483436,0.344,0.147,5.42724133034581e-21,"6","EPS8L2"
2.79307581816164e-25,0.313559315438272,0.829,0.499,5.78194625117641e-21,"6","CAMTA1"
3.16070915318938e-25,1.10021634088505,0.261,0.099,6.54298401801734e-21,"6","TRPM8"
3.62176283030664e-25,0.61227489776137,0.288,0.115,7.49741123501778e-21,"6","PEX7"
3.78205170233875e-25,0.522481391390031,0.301,0.122,7.82922522901144e-21,"6","RP5-827C21.4"
3.81372756368186e-25,0.39231874168745,0.898,0.581,7.89479742957782e-21,"6","GADD45GIP1"
3.82252240657256e-25,0.285008209955644,0.789,0.462,7.91300363384586e-21,"6","SF3B2"
3.82843995755338e-25,0.29967895746079,0.532,0.256,7.92525355613124e-21,"6","HFE2"
4.44484009662251e-25,0.380600854599715,0.363,0.157,9.20126348401827e-21,"6","RALGPS2"
4.5214371571781e-25,0.418023647796133,0.399,0.182,9.35982705907438e-21,"6","CDH2"
4.55757565060083e-25,0.27253015540454,0.455,0.218,9.43463735430877e-21,"6","ITPR2"
4.5883126185618e-25,0.372208141908573,0.693,0.377,9.49826595168478e-21,"6","MSRB2"
4.62878937416085e-25,0.306395154918032,0.263,0.101,9.58205688345038e-21,"6","C9orf69"
5.10507710523336e-25,1.01037974469639,0.267,0.104,1.05680201155436e-20,"6","LDLRAD1"
5.49932438177655e-25,0.51380274913304,0.288,0.115,1.13841514027156e-20,"6","COG1"
5.55492101622674e-25,0.436711418510905,0.942,0.616,1.1499241995691e-20,"6","SF3B5"
6.26593832800801e-25,0.29867839765582,0.881,0.514,1.29711189328094e-20,"6","GLRX"
6.34627989643938e-25,0.332749675035311,0.365,0.164,1.31374340136192e-20,"6","DCUN1D4"
6.35865327884401e-25,0.450777559889669,0.278,0.109,1.3163048152535e-20,"6","C9"
6.38999402813131e-25,0.252770607334134,0.681,0.366,1.32279266376346e-20,"6","PSMD6"
6.68645911839726e-25,0.397959603423089,0.948,0.616,1.38416390209942e-20,"6","SF3B6"
6.85779855201156e-25,0.267887871194983,0.754,0.419,1.41963287825191e-20,"6","PSMC1"
9.31759016929947e-25,0.545004630742782,0.305,0.125,1.92883434094668e-20,"6","DNAJC22"
9.40636846239846e-25,0.374801290350933,0.395,0.18,1.94721233540111e-20,"6","BDH2"
1.00431544560749e-24,0.314747020838128,0.708,0.39,2.07903340395205e-20,"6","EIF4E2"
1.03895006361392e-24,0.379698082455798,0.372,0.163,2.15073052668718e-20,"6","F7"
1.05645060883151e-24,0.386079922938235,0.914,0.582,2.18695840534211e-20,"6","FAM96B"
1.12646995681083e-24,0.980076333787459,0.282,0.114,2.33190545759409e-20,"6","VSNL1"
1.18288630452468e-24,0.495585643406229,0.378,0.168,2.44869293899654e-20,"6","AR"
1.26369183814748e-24,0.299826365609387,0.848,0.506,2.6159684741491e-20,"6","MANF"
1.28963824468124e-24,0.310207038587171,0.282,0.11,2.66968013031464e-20,"6","MBL2"
1.311422975888e-24,0.357073755355751,0.808,0.486,2.71477670238575e-20,"6","RPN1"
1.3130016675112e-24,0.64104969203562,0.307,0.126,2.71804475191494e-20,"6","XPNPEP2"
1.36621680696037e-24,0.269253471825927,0.557,0.289,2.82820541208867e-20,"6","PQLC1"
1.38958175129371e-24,0.716734939205737,0.269,0.106,2.8765731833531e-20,"6","AP5S1"
1.44263774496877e-24,0.271076137148088,0.409,0.186,2.98640439585986e-20,"6","MARC2"
2.06711741490319e-24,0.557368636409953,0.357,0.157,4.2791397605911e-20,"6","ZBED5-AS1"
2.20432399510781e-24,0.311050660737941,0.363,0.161,4.56317110227267e-20,"6","SH3D19"
2.23822564669552e-24,0.381558353051769,0.914,0.594,4.6333509112244e-20,"6","BCAP31"
2.4637924172862e-24,0.34202835155816,0.299,0.121,5.10029668302417e-20,"6","ANO10"
3.62420695131173e-24,0.471800370353009,0.255,0.098,7.50247080991042e-20,"6","SIPA1L2"
3.83694764273576e-24,0.466864983485901,0.328,0.141,7.9428653152273e-20,"6","MTSS1L"
3.84731931411105e-24,0.32158835364103,0.273,0.108,7.96433571214127e-20,"6","TRMT13"
4.24118389036975e-24,0.377053321220623,0.906,0.601,8.77967477145442e-20,"6","MYEOV2"
4.42187628114253e-24,0.900902505762779,0.269,0.107,9.15372608959315e-20,"6","XYLT2"
4.63025401713001e-24,0.349420286667513,0.255,0.096,9.58508884086082e-20,"6","OSER1-AS1"
4.79607146573092e-24,0.265273128892181,0.503,0.252,9.92834754120957e-20,"6","MYO1B"
5.36829671432836e-24,0.261678130938853,0.38,0.171,1.11129110283311e-19,"6","SLC35D2"
5.61194307047573e-24,0.518859196633309,0.284,0.114,1.16172833501918e-19,"6","TMEM44-AS1"
6.18856270808859e-24,0.285770573492762,0.839,0.517,1.28109436620142e-19,"6","UQCRFS1"
6.35007568019473e-24,0.358260328708957,0.257,0.099,1.31452916655711e-19,"6","BBS2"
6.61688847331333e-24,0.382869726304357,0.866,0.557,1.36976208286059e-19,"6","TOMM20"
6.63857559539135e-24,0.445022017479849,0.355,0.158,1.37425153400196e-19,"6","SFXN5"
6.8213356455624e-24,0.411756976115878,0.292,0.12,1.41208469198787e-19,"6","WARS2"
6.94799469428394e-24,0.359923656903837,0.841,0.476,1.43830438166372e-19,"6","IDH1"
7.00831007722179e-24,0.286719585630477,0.301,0.123,1.45079026908568e-19,"6","DNAJC13"
7.49509315283294e-24,0.378733988375347,0.307,0.128,1.55155923356795e-19,"6","ATP13A1"
7.9609725623543e-24,0.423651763328645,0.332,0.144,1.64800093013296e-19,"6","ALG1"
8.15556928776812e-24,0.338871736689118,0.313,0.131,1.68828439826088e-19,"6","NEK4"
8.84891431747023e-24,0.283386526861734,0.818,0.489,1.83181375285951e-19,"6","SSB"
9.58732346656793e-24,0.562796260361201,0.255,0.098,1.98467183081423e-19,"6","PPARGC1A"
1.02126721009416e-23,0.395635613022097,0.904,0.583,2.11412525161593e-19,"6","ATP5F1"
1.1070560711145e-23,0.253868239831579,0.806,0.465,2.29171677281413e-19,"6","TCEA1"
1.38744974630073e-23,0.254752810217805,0.57,0.291,2.87215971981714e-19,"6","ALDH6A1"
1.41169416117866e-23,0.40434191519459,0.372,0.169,2.92234808305595e-19,"6","EPHX2"
1.43940803124359e-23,0.525886908366675,0.251,0.096,2.97971856547736e-19,"6","TUSC1"
1.44040391702964e-23,0.384913013461522,0.301,0.127,2.98178014864307e-19,"6","SAP30L"
1.54662928028102e-23,0.250938652618496,0.299,0.123,3.20167727310973e-19,"6","ASB8"
1.61004052780652e-23,0.398955656828691,0.296,0.123,3.33294489661228e-19,"6","C12orf43"
1.69820426142876e-23,0.526133480918293,0.255,0.099,3.51545264158368e-19,"6","LMF1"
1.88254258618835e-23,0.26002523557408,0.549,0.287,3.89705140766851e-19,"6","H1F0"
2.08979665288102e-23,0.47559301003984,0.261,0.103,4.32608805112899e-19,"6","RPAP2"
2.41476009937564e-23,0.355162925052312,0.906,0.594,4.99879488171752e-19,"6","ATP5A1"
2.41784633620841e-23,0.645816203569587,0.257,0.101,5.00518370058502e-19,"6","TTC9"
2.49659407509782e-23,0.415789300148946,0.894,0.586,5.16819939485999e-19,"6","HSBP1"
2.79054137003963e-23,0.296507975280968,0.814,0.492,5.77669969011904e-19,"6","PSMA3"
3.01493883717131e-23,0.338516627202976,0.706,0.397,6.24122488682833e-19,"6","CTNNA1"
3.09217861480053e-23,0.254722368122104,0.271,0.108,6.40111895049857e-19,"6","C5orf28"
3.19332357923263e-23,0.250667766514309,1,0.997,6.61049914136947e-19,"6","RPL18A"
3.49770216815162e-23,0.397662193689676,0.777,0.448,7.24059325829068e-19,"6","MLF2"
3.69461188919988e-23,0.552112976224933,0.259,0.101,7.64821607183267e-19,"6","CTD-3065J16.9"
4.46443544762451e-23,0.346249197952976,0.276,0.113,9.24182782012751e-19,"6","COG8"
4.68114017851775e-23,0.385771192731703,0.956,0.641,9.6904282835496e-19,"6","GSTK1"
4.7041860792757e-23,0.260487714143389,0.681,0.378,9.73813560270863e-19,"6","SNX17"
5.22734599857759e-23,0.269885562353347,0.781,0.449,1.08211289516555e-18,"6","TXNDC17"
6.45957177480786e-23,0.322668057619125,0.284,0.117,1.33719595310297e-18,"6","SLC35C1"
6.48580900379613e-23,0.322113878681392,0.921,0.61,1.34262732187584e-18,"6","SNRPB2"
6.67496505069027e-23,0.444908309925225,0.263,0.104,1.38178451514339e-18,"6","HARS2"
6.85209203000971e-23,0.424786858633989,0.403,0.189,1.41845157113231e-18,"6","RAB17"
7.07922742008481e-23,0.582741276301764,0.286,0.118,1.46547086823176e-18,"6","NOL3"
8.11341404979206e-23,0.42998221030018,0.261,0.104,1.67955784244745e-18,"6","INADL"
8.74975685851458e-23,0.28766043083944,0.735,0.429,1.8112871672811e-18,"6","SRP72"
9.65991410538902e-23,0.512489477536425,0.322,0.14,1.99969881895658e-18,"6","NEDD4"
1.02534318734675e-22,0.728542661048806,0.296,0.126,2.12256293212652e-18,"6","RP11-410L14.2"
1.1328636334497e-22,0.393563698636756,0.919,0.615,2.34514100760423e-18,"6","C11orf31"
1.19535208203514e-22,0.35628324727352,0.854,0.544,2.47449834502095e-18,"6","RNH1"
1.2443256066453e-22,0.393372754600121,0.923,0.609,2.57587843831644e-18,"6","TMEM230"
1.37414772818918e-22,0.341685174226222,0.916,0.608,2.84462321212442e-18,"6","ERH"
1.3982058995111e-22,0.268214375448416,0.29,0.121,2.89442603257793e-18,"6","POLG2"
1.43968295227601e-22,0.787167431708138,0.255,0.1,2.98028767950656e-18,"6","SLC22A11"
2.00173465982386e-22,0.482764127100827,0.257,0.102,4.14379091930137e-18,"6","SIRT6"
2.36063726214138e-22,0.301375246408624,0.276,0.113,4.88675519635886e-18,"6","RP11-620J15.3"
2.49874300034972e-22,0.426694851899435,0.973,0.677,5.17264788502397e-18,"6","PPIB"
2.50068664189036e-22,0.330371437073605,0.885,0.546,5.17667141737723e-18,"6","MRFAP1"
2.54773608909498e-22,0.364080810995981,0.839,0.512,5.27406847803552e-18,"6","C19orf70"
2.78378018875044e-22,0.354218089821588,0.996,0.841,5.7627033687323e-18,"6","SKP1"
2.82323298819583e-22,0.342734354354861,0.363,0.166,5.84437460886419e-18,"6","PGM3"
3.35270875825053e-22,0.444643719326145,0.288,0.122,6.94044240045442e-18,"6","TMEM110"
3.70473559198619e-22,0.285157750692489,0.925,0.656,7.66917314897062e-18,"6","NCL"
3.82886366242508e-22,0.254073619259916,0.257,0.103,7.92613066758616e-18,"6","PYROXD1"
4.00449098449003e-22,0.383626862174161,0.983,0.741,8.28969678699282e-18,"6","DBI"
4.40739639099081e-22,0.350382401531365,0.265,0.107,9.12375126899007e-18,"6","DBT"
6.14120607637021e-22,0.276730046877325,0.296,0.127,1.2712910698694e-17,"6","FAM175A"
6.67439912593001e-22,0.304251346205828,0.695,0.409,1.38166736305877e-17,"6","TRIB1"
7.27067473226704e-22,0.28395979835558,0.276,0.112,1.5051023763266e-17,"6","LYRM9"
9.07477935897454e-22,0.602116625227022,0.284,0.121,1.87857007510132e-17,"6","MAP7"
1.22897820937804e-21,0.350280974886769,0.257,0.103,2.54410779123348e-17,"6","FECH"
1.95543147087049e-21,0.311454912695056,0.294,0.126,4.047938687849e-17,"6","PRKAB1"
2.01164966798735e-21,0.642994170678258,0.29,0.123,4.16431597770062e-17,"6","MARVELD2"
2.18810393990262e-21,0.331241260200381,0.347,0.16,4.52959396599242e-17,"6","SLC35B3"
2.37255754252813e-21,0.972440343812316,0.319,0.145,4.91143136878749e-17,"6","RP11-1151B14.3"
2.37781860040313e-21,0.349818324154881,0.342,0.157,4.92232228469451e-17,"6","APOOL"
2.41371690558233e-21,0.31215918361602,0.875,0.553,4.99663536624598e-17,"6","RWDD1"
2.53519576684907e-21,0.319737674234144,0.716,0.409,5.24810875695425e-17,"6","RNF5"
3.011686140371e-21,0.317504244954174,0.643,0.353,6.23449147918201e-17,"6","HEBP2"
3.05582895027172e-21,0.287565907528176,0.96,0.7,6.32587150995748e-17,"6","HMGN1"
4.01288630494009e-21,0.465704479183257,0.255,0.105,8.30707593985649e-17,"6","RP11-400F19.6"
4.18934066573881e-21,0.322811149258013,0.67,0.394,8.67235411214591e-17,"6","LMAN1"
4.40101492971392e-21,0.427405285748176,0.967,0.641,9.11054100600079e-17,"6","COX17"
5.95428867004624e-21,0.432846022580255,0.257,0.106,1.23259729758627e-16,"6","DIXDC1"
6.24772837196477e-21,0.344042695404784,0.253,0.103,1.29334225028043e-16,"6","SVIL-AS1"
9.62148981818073e-21,0.288161257832464,0.257,0.104,1.99174460726159e-16,"6","PCSK6"
1.17119845819937e-20,0.652740790905217,0.282,0.122,2.42449792831852e-16,"6","GS1-124K5.4"
1.20108253661966e-20,0.618924083526439,0.255,0.104,2.48636095905635e-16,"6","KIFC2"
1.38694703125988e-20,0.390395035377765,0.937,0.617,2.87111904941107e-16,"6","ATP5C1"
1.38747078703877e-20,0.336704345147259,0.852,0.532,2.87220327624895e-16,"6","HSD17B11"
1.41015923058651e-20,0.372166920974968,0.904,0.567,2.91917062323714e-16,"6","ECH1"
1.69088996000932e-20,0.3693787035679,0.344,0.16,3.50031130621529e-16,"6","ZBTB7B"
1.7421949675784e-20,0.346215476363155,0.841,0.538,3.60651780238405e-16,"6","TMCO1"
2.52667764471625e-20,0.387229399746676,0.923,0.588,5.23047539232711e-16,"6","ZNHIT1"
2.60088675636382e-20,0.4905019268224,0.251,0.103,5.38409567434874e-16,"6","FPGT"
2.67200974966671e-20,0.336249635726699,0.894,0.57,5.53132738278506e-16,"6","FIS1"
2.87065375054484e-20,0.516677972220913,0.294,0.13,5.94254032900287e-16,"6","OTUD7B"
3.3560940140736e-20,0.277843690916879,0.775,0.47,6.94745021853376e-16,"6","LRPAP1"
3.77559632321579e-20,0.443416775655301,0.253,0.104,7.81586194868901e-16,"6","CCDC106"
3.82062447493622e-20,0.535262264827123,0.271,0.116,7.90907472556546e-16,"6","ZNF780A"
4.01076029167121e-20,0.311797254908806,0.929,0.608,8.30267487978857e-16,"6","BLOC1S1"
4.07436436851389e-20,0.348111251210296,0.994,0.798,8.4343416792606e-16,"6","TCEB2"
5.66320113242964e-20,0.306732757143556,0.351,0.166,1.17233926642426e-15,"6","C11orf71"
6.01838726031678e-20,0.389297973269206,0.939,0.621,1.24586634675818e-15,"6","KRTCAP2"
8.18935687857141e-20,0.411703042840962,0.282,0.123,1.69527876743307e-15,"6","NDST1"
9.9814560160983e-20,0.391932261624595,0.273,0.118,2.06626120989251e-15,"6","TRMT10A"
1.16124021231368e-19,0.367698751245908,0.965,0.689,2.40388336351055e-15,"6","ATP5O"
1.23191042929467e-19,0.606901648390419,0.276,0.12,2.55017777968289e-15,"6","STBD1"
1.57571863030836e-19,0.253312211405376,0.265,0.112,3.26189513660133e-15,"6","LRP6"
1.59835445797346e-19,0.330023392065183,0.255,0.107,3.30875356345086e-15,"6","PTER"
1.8271818544257e-19,0.260025699553809,0.942,0.693,3.78244915684665e-15,"6","SNU13"
1.9101418349422e-19,0.251930150127525,0.666,0.387,3.95418461251385e-15,"6","RALBP1"
2.18297040513796e-19,0.367740322205665,0.977,0.719,4.51896703567609e-15,"6","NDUFB2"
2.29278085020973e-19,0.295620559972804,0.908,0.627,4.74628563801916e-15,"6","JTB"
2.85414983963306e-19,0.335099816141294,0.948,0.642,5.9083755830244e-15,"6","PDIA6"
3.50636996449795e-19,0.340779185652561,0.877,0.551,7.25853646350721e-15,"6","CHMP2A"
3.57382573773752e-19,0.684214320366662,0.265,0.115,7.39817665969045e-15,"6","PEX11A"
4.99017829109515e-19,0.443195193910902,0.282,0.124,1.03301680803961e-14,"6","SLC1A2"
5.85934127594877e-19,0.30286561556618,0.276,0.121,1.21294223753415e-14,"6","TATDN3"
1.33342721394843e-18,0.446085805123709,0.255,0.111,2.76032767559465e-14,"6","MEST"
1.71694597197413e-18,0.294337265740334,0.259,0.112,3.55424985658364e-14,"6","TMEM45A"
2.11239806261129e-18,0.277422010692194,0.299,0.136,4.37287522941162e-14,"6","C2orf72"
2.32216830930233e-18,0.542887031181184,0.265,0.116,4.80712061708675e-14,"6","CLDN14"
2.66077415100543e-18,0.279454926620007,0.916,0.592,5.50806856999634e-14,"6","SCAND1"
2.86261059849623e-18,0.268789288379506,0.691,0.41,5.92589019994704e-14,"6","CLTC"
2.91788643549021e-18,0.268108354231612,0.299,0.136,6.04031671010828e-14,"6","CPT2"
3.45434445864714e-18,0.344672497199633,0.985,0.782,7.15083846384544e-14,"6","COX7B"
4.23984065906136e-18,0.296512937940195,0.862,0.539,8.77689414832292e-14,"6","NDUFS7"
4.35713491581107e-18,0.307584147079984,0.906,0.595,9.0197049892205e-14,"6","KDELR2"
6.34085204346624e-18,0.407446531649108,0.261,0.117,1.31261978151795e-13,"6","CAPN12"
7.17253946285707e-18,0.319660028920352,0.263,0.117,1.48478739420604e-13,"6","PCGF1"
1.30091604549449e-17,0.288440069691088,0.956,0.668,2.69302630577815e-13,"6","PSME2"
3.08814001003208e-17,0.271402748029513,0.916,0.61,6.39275863476741e-13,"6","GHITM"
4.55662420008215e-17,0.351827297035655,0.28,0.129,9.43266775659005e-13,"6","DYRK4"
1.86497437084625e-16,0.366483038999607,0.894,0.625,3.86068344508881e-12,"6","CANX"
2.4040281989947e-16,0.457875789282432,0.269,0.126,4.97657877473893e-12,"6","DMD"
3.28675688660795e-16,0.312439982359005,0.973,0.737,6.80391543096711e-12,"6","COX8A"
4.21531351888623e-16,0.412671793963894,0.253,0.115,8.72612051544638e-12,"6","C1orf53"
4.80293829123067e-16,0.261414264073436,0.992,0.84,9.94256255667661e-12,"6","RPS26"
5.51474189637421e-16,0.312000394007437,0.998,0.786,1.14160671996842e-11,"6","EDF1"
6.88870002267926e-16,0.349650016309623,0.983,0.762,1.42602979169483e-11,"6","NDUFA1"
1.34274956579517e-15,0.327951981511193,0.952,0.713,2.77962587615257e-11,"6","ST13"
3.5208651415801e-15,0.253872566330762,0.889,0.59,7.28854292958497e-11,"6","DRAP1"
5.73501035785761e-15,0.455538901710744,0.255,0.12,1.1872044941801e-10,"6","ALPK2"
7.49528585996093e-15,0.473991959567002,0.263,0.125,1.55159912587051e-10,"6","RP1-60O19.1"
1.6604258607596e-14,0.306862730965136,0.933,0.639,3.43724757435844e-10,"6","TMED2"
3.59027267655433e-14,0.279460527714622,0.954,0.687,7.43222346773511e-10,"6","BRK1"
5.20668580965072e-14,0.394906564933573,0.253,0.122,1.0778360294558e-09,"6","HIST1H2AE"
7.11307900227876e-13,0.280031439082839,0.987,0.77,1.47247848426173e-08,"6","ATP6V0E1"
9.90962097716331e-13,0.257214307819025,0.925,0.611,2.05139063848258e-08,"6","SCP2"
2.50891363779473e-12,0.250245845355526,0.919,0.66,5.19370212159887e-08,"6","NEDD8"
2.99720534799314e-12,0.341748821193706,0.854,0.608,6.20451479088061e-08,"6","VMP1"
1.16731681437541e-08,0.450019613566496,0.998,0.998,0.000241646253743853,"6","MT-CO2"
0.000953636857241077,0.25935497928771,0.994,0.959,1,"6","MT-ND1"
0,4.8943395605847,0.687,0.058,0,"7","LGALS2"
0,4.62606373340533,0.553,0.045,0,"7","CSF2RA"
0,4.97088569315896,0.521,0.041,0,"7","CLEC10A"
0,6.42317424451373,0.487,0.016,0,"7","CD1E"
0,5.55054971198685,0.414,0.021,0,"7","CD1C"
2.09042918143231e-280,3.33203339892302,0.87,0.238,4.32739744848303e-276,"7","HLA-DQA2"
3.02613816514992e-267,3.12581430322507,0.912,0.283,6.26440861567686e-263,"7","LST1"
7.58608280200475e-254,3.0331796112958,0.821,0.204,1.570395000843e-249,"7","C1orf162"
5.0305545268112e-236,3.09452834464336,0.924,0.388,1.04137509259519e-231,"7","HLA-DQA1"
1.40780986898249e-235,3.61371743058637,0.968,0.599,2.91430720978066e-231,"7","LYZ"
4.08606878200983e-233,3.70241239984248,0.742,0.172,8.45857098563855e-229,"7","AREG"
7.48748009154748e-231,3.18243676060294,0.985,0.809,1.54998325375124e-226,"7","HLA-DPB1"
1.04931203868572e-220,2.66738795750096,0.985,0.792,2.17218085128331e-216,"7","HLA-DPA1"
2.46411547744019e-218,2.45133262074084,1,0.914,5.10096544984893e-214,"7","HLA-DRA"
1.47700187582004e-216,2.44506377739366,0.992,0.835,3.05754158313506e-212,"7","CST3"
1.1665055832454e-208,2.99937676872108,0.758,0.207,2.41478320787631e-204,"7","RNASE6"
2.36831380368969e-208,3.20136410729481,0.565,0.095,4.90264640501803e-204,"7","CLEC7A"
4.68896155712144e-207,2.10790203942552,0.998,0.973,9.7066193193971e-203,"7","CD74"
2.18453315978608e-206,3.17214625030348,0.582,0.104,4.52220209407316e-202,"7","PHACTR1"
1.04413508059346e-203,2.3892341034749,0.989,0.825,2.16146403033653e-199,"7","HLA-DRB1"
1.6058894892919e-201,2.77203422736028,0.941,0.639,3.32435183178317e-197,"7","HLA-DQB1"
2.02554111762346e-193,4.12636435619685,0.256,0.014,4.19307266759232e-189,"7","SPIB"
6.60580281394913e-190,3.13871826078101,0.723,0.206,1.36746724051561e-185,"7","PLAUR"
1.3664768898663e-188,3.41456476134675,0.599,0.125,2.82874380971223e-184,"7","C15orf48"
2.78371755802332e-187,1.03427521768104,0.998,0.988,5.76257371686408e-183,"7","RPS24"
6.01330711969943e-187,1.99236847943851,0.998,0.928,1.24481470684898e-182,"7","SAT1"
3.19737430993901e-178,2.89373977849963,0.519,0.091,6.61888455900475e-174,"7","FAM26F"
2.55885237108235e-176,3.11876695615646,0.613,0.143,5.29708029337758e-172,"7","MXD1"
1.69723653139998e-171,1.17278090706771,0.998,0.997,3.5134493436511e-167,"7","RPL26"
8.76844643206823e-168,1.98007529957313,0.958,0.695,1.81515609590244e-163,"7","HLA-DRB5"
9.89105146247134e-165,2.1396232799391,0.897,0.397,2.04754656324619e-160,"7","COTL1"
1.63170773242897e-161,0.938532329014893,1,0.995,3.37779817690122e-157,"7","RPS9"
1.81167585339695e-160,3.64123996008677,0.788,0.354,3.75035018411703e-156,"7","G0S2"
6.74174245678579e-159,3.55816569883722,0.555,0.134,1.39560810597923e-154,"7","IFI30"
1.24326737524979e-155,3.17856830458605,0.424,0.068,2.57368779350459e-151,"7","CLEC4E"
3.92371421889686e-151,2.03110732931068,0.891,0.414,8.12248080453839e-147,"7","GSTP1"
5.15878171355551e-151,2.96295955992408,0.349,0.044,1.06791940252313e-146,"7","NLRP3"
5.30192516349309e-149,2.53845185861541,0.59,0.143,1.09755152809471e-144,"7","BASP1"
1.54141793116831e-147,0.976642299661557,0.998,0.975,3.19088925931153e-143,"7","RPS11"
2.22682211953861e-147,2.79466344256192,0.521,0.113,4.60974446965688e-143,"7","PTPRE"
7.90293675643719e-146,2.78174456557708,0.55,0.133,1.63598693795006e-141,"7","JAML"
4.47963481973279e-139,2.21799575380075,0.872,0.424,9.27329204032886e-135,"7","RGS2"
1.21935038853974e-134,2.31388852806962,0.681,0.222,2.52417723931611e-130,"7","RGS10"
4.15331245575932e-134,3.1155870668918,0.38,0.063,8.59777211466736e-130,"7","FGR"
1.45821545452638e-133,1.56688411721339,0.895,0.435,3.01865181241505e-129,"7","AIF1"
4.75800042827785e-132,3.63300804576487,0.279,0.031,9.84953668657797e-128,"7","CLEC12A"
1.39481285497561e-129,1.5102682596948,0.92,0.489,2.88740209108501e-125,"7","FCER1G"
1.95239054810324e-129,0.702847284625547,1,1,4.04164367362851e-125,"7","RPL10"
3.57488665904292e-128,4.28130880524737,0.269,0.031,7.40037287288475e-124,"7","TREM1"
6.30161566563633e-128,2.91341446531353,0.345,0.052,1.30449745894338e-123,"7","MNDA"
6.33768947980848e-126,3.13877419231604,0.389,0.071,1.31196509921515e-121,"7","ITGAX"
6.11873493420431e-125,0.95173097986587,1,0.998,1.26663931872963e-120,"7","TMSB10"
1.42517625164832e-124,0.867011615329514,0.996,0.977,2.95025735853718e-120,"7","RPS3A"
2.13856116749036e-123,2.40958819179604,0.571,0.157,4.42703547282179e-119,"7","BCL2A1"
2.80537498719345e-123,1.50914248598417,0.943,0.6,5.80740676098916e-119,"7","TYROBP"
7.33436436068544e-123,1.1236473507687,0.989,0.909,1.51828676630549e-118,"7","NBEAL1"
1.52954925889318e-121,3.49554283624039,0.307,0.044,3.16631992083478e-117,"7","CLEC4A"
1.35364337142467e-120,2.00489936419614,0.676,0.232,2.80217714318621e-116,"7","HCLS1"
4.01834722544959e-120,2.53523961640065,0.42,0.085,8.31838059140319e-116,"7","GNA15"
6.71322679553704e-120,4.71989919018382,0.347,0.061,1.38970507894412e-115,"7","OLR1"
1.6822571349996e-119,1.9082867814622,0.758,0.289,3.48244049516268e-115,"7","FGL2"
1.95292304675723e-119,0.705481923543294,1,0.999,4.04274599909215e-115,"7","RPL28"
1.20029332656758e-117,2.53976029542175,0.517,0.134,2.48472721532754e-113,"7","TNFSF13B"
4.61847044083889e-114,0.734321536419157,1,0.992,9.56069565958059e-110,"7","RPS13"
4.76068460713232e-114,2.10372781298851,0.788,0.393,9.85509320522461e-110,"7","EMP3"
1.63047251773558e-113,1.45457401517922,0.989,0.943,3.37524115896442e-109,"7","HSPA1A"
3.12691882053976e-113,3.70334866334733,0.326,0.054,6.47303465039936e-109,"7","RP11-1143G9.4"
2.02192097182922e-112,1.0026369832755,0.989,0.932,4.18557860378366e-108,"7","H3F3A"
